ticker,entry_date,exit_date,days_held,entry_price,exit_price,return_pct,pnl,exit_reason
PEP,2025-07-18,2025-07-31,13,139.23,136.45,-2.0,-2000.0,stop_loss
TSLA,2025-07-18,2025-07-22,4,329.65,323.06,-2.0,-2000.0,stop_loss
CVX,2025-07-21,2025-07-29,8,143.66,150.85,5.0,5000.0,profit_target
GOOGL,2025-07-21,2025-08-08,18,189.56,199.04,5.0,5000.0,profit_target
LLY,2025-07-22,2025-07-28,6,770.99,809.54,5.0,5000.0,profit_target
HD,2025-07-23,2025-07-31,8,369.35,361.97,-2.0,-2000.0,stop_loss
META,2025-07-23,2025-07-30,7,711.25,697.02,-2.0,-2000.0,stop_loss
NVDA,2025-07-23,2025-07-29,6,170.75,179.29,5.0,5000.0,profit_target
ORCL,2025-07-23,2025-07-31,8,240.01,252.01,5.0,5000.0,profit_target
TSLA,2025-07-23,2025-07-24,1,332.56,325.91,-2.0,-2000.0,stop_loss
AVGO,2025-07-24,2025-07-30,6,286.61,300.94,5.0,5000.0,profit_target
CAT,2025-07-24,2025-08-07,14,426.48,417.95,-2.0,-2000.0,stop_loss
JPM,2025-07-24,2025-08-01,8,290.98,285.16,-2.0,-2000.0,stop_loss
AMZN,2025-07-25,2025-08-01,7,231.44,226.81,-2.0,-2000.0,stop_loss
V,2025-07-25,2025-07-28,3,354.24,352.68,-0.44,-439.74,below_ma50
TSLA,2025-07-28,2025-07-29,1,325.59,319.08,-2.0,-2000.0,stop_loss
WMT,2025-07-28,2025-08-06,9,96.8,101.64,5.0,5000.0,profit_target
NVDA,2025-07-30,2025-08-01,2,179.24,175.66,-2.0,-2000.0,stop_loss
AVGO,2025-07-31,2025-08-01,1,291.56,285.73,-2.0,-2000.0,stop_loss
META,2025-07-31,2025-08-01,1,770.91,755.5,-2.0,-2000.0,stop_loss
HD,2025-08-01,2025-08-12,11,366.71,385.05,5.0,5000.0,profit_target
MSFT,2025-08-01,2025-08-19,18,519.96,509.56,-2.0,-2000.0,stop_loss
ORCL,2025-08-01,2025-08-05,4,242.51,254.63,5.0,5000.0,profit_target
PEP,2025-08-01,2025-08-12,11,135.39,142.15,5.0,5000.0,profit_target
AVGO,2025-08-04,2025-08-05,1,295.55,289.64,-2.0,-2000.0,stop_loss
CVX,2025-08-04,2025-08-22,18,144.97,152.22,5.0,5000.0,profit_target
JPM,2025-08-04,2025-08-05,1,288.74,282.96,-2.0,-2000.0,stop_loss
META,2025-08-04,2025-08-06,2,773.83,758.36,-2.0,-2000.0,stop_loss
NVDA,2025-08-04,2025-08-05,1,179.97,176.37,-2.0,-2000.0,stop_loss
AAPL,2025-08-06,2025-08-08,2,212.41,223.03,5.0,5000.0,profit_target
AVGO,2025-08-06,2025-08-13,7,299.48,314.45,5.0,5000.0,profit_target
JPM,2025-08-06,2025-08-08,2,285.88,280.16,-2.0,-2000.0,stop_loss
NVDA,2025-08-06,2025-08-19,13,179.39,175.8,-2.0,-2000.0,stop_loss
ORCL,2025-08-06,2025-08-07,1,254.42,249.33,-2.0,-2000.0,stop_loss
META,2025-08-07,2025-08-20,13,759.34,744.15,-2.0,-2000.0,stop_loss
WMT,2025-08-07,2025-08-13,6,102.26,100.22,-2.0,-2000.0,stop_loss
CAT,2025-08-08,2025-08-11,3,413.57,405.3,-2.0,-2000.0,stop_loss
COST,2025-08-08,2025-08-15,7,976.84,967.94,-0.91,-911.33,below_ma50
ORCL,2025-08-08,2025-08-13,5,248.09,243.13,-2.0,-2000.0,stop_loss
TSLA,2025-08-08,2025-08-11,3,329.65,346.13,5.0,5000.0,profit_target
AAPL,2025-08-11,2025-09-03,23,226.54,237.87,5.0,5000.0,profit_target
GOOGL,2025-08-11,2025-08-20,9,200.43,196.42,-2.0,-2000.0,stop_loss
TSLA,2025-08-12,2025-08-14,2,340.84,334.02,-2.0,-2000.0,stop_loss
GS,2025-08-13,2025-08-15,2,733.21,718.55,-2.0,-2000.0,stop_loss
HD,2025-08-13,2025-08-15,2,399.61,391.62,-2.0,-2000.0,stop_loss
PEP,2025-08-13,2025-08-26,13,145.17,142.27,-2.0,-2000.0,stop_loss
AVGO,2025-08-14,2025-08-15,1,308.97,302.79,-2.0,-2000.0,stop_loss
WMT,2025-08-14,2025-08-21,7,100.01,98.01,-2.0,-2000.0,stop_loss
NFLX,2025-08-15,2025-08-19,4,123.89,121.42,-2.0,-2000.0,stop_loss
ORCL,2025-08-15,2025-08-19,4,246.34,241.41,-2.0,-2000.0,stop_loss
TSLA,2025-08-15,2025-08-20,5,330.56,323.95,-2.0,-2000.0,stop_loss
UNH,2025-08-15,2025-08-20,5,296.08,290.16,-2.0,-2000.0,stop_loss
AMZN,2025-08-18,2025-08-20,2,231.49,226.86,-2.0,-2000.0,stop_loss
AVGO,2025-08-18,2025-08-19,1,303.54,297.47,-2.0,-2000.0,stop_loss
COST,2025-08-18,2025-08-21,3,975.22,965.59,-0.99,-987.39,below_ma50
HD,2025-08-18,2025-08-22,4,387.36,406.73,5.0,5000.0,profit_target
BAC,2025-08-19,2025-08-27,8,47.3,49.66,5.0,5000.0,profit_target
AVGO,2025-08-21,2025-08-28,7,287.49,301.87,5.0,5000.0,profit_target
GOOGL,2025-08-21,2025-08-25,4,199.18,209.14,5.0,5000.0,profit_target
GS,2025-08-21,2025-08-27,6,704.92,740.16,5.0,5000.0,profit_target
JPM,2025-08-21,2025-09-12,22,286.0,300.3,5.0,5000.0,profit_target
NVDA,2025-08-21,2025-08-22,1,174.95,171.45,-2.0,-2000.0,stop_loss
UNH,2025-08-21,2025-08-26,5,295.44,289.53,-2.0,-2000.0,stop_loss
XOM,2025-08-21,2025-08-29,8,106.84,112.18,5.0,5000.0,profit_target
AMZN,2025-08-22,2025-09-02,11,228.84,224.26,-2.0,-2000.0,stop_loss
CAT,2025-08-22,2025-08-29,7,432.58,423.93,-2.0,-2000.0,stop_loss
TSLA,2025-08-22,2025-08-29,7,340.01,333.21,-2.0,-2000.0,stop_loss
V,2025-08-22,2025-09-05,14,347.91,340.95,-2.0,-2000.0,stop_loss
CVX,2025-08-25,2025-09-05,11,153.53,150.46,-2.0,-2000.0,stop_loss
HD,2025-08-25,2025-10-01,37,401.3,393.27,-2.0,-2000.0,stop_loss
NVDA,2025-08-25,2025-08-29,4,179.78,176.18,-2.0,-2000.0,stop_loss
GOOGL,2025-08-26,2025-09-03,8,206.55,216.88,5.0,5000.0,profit_target
PEP,2025-08-27,2025-09-02,6,143.51,150.69,5.0,5000.0,profit_target
UNH,2025-08-27,2025-09-08,12,295.95,310.75,5.0,5000.0,profit_target
BAC,2025-08-28,2025-09-08,11,49.67,48.68,-2.0,-2000.0,stop_loss
GS,2025-08-28,2025-09-02,5,739.64,724.85,-2.0,-2000.0,stop_loss
NFLX,2025-08-28,2025-08-29,1,123.14,120.68,-2.0,-2000.0,stop_loss
CAT,2025-09-02,2025-09-15,13,413.1,433.76,5.0,5000.0,profit_target
XOM,2025-09-02,2025-09-03,1,112.18,109.94,-2.0,-2000.0,stop_loss
AMZN,2025-09-03,2025-09-08,5,225.99,237.29,5.0,5000.0,profit_target
AAPL,2025-09-04,2025-09-09,5,239.1,234.32,-2.0,-2000.0,stop_loss
GOOGL,2025-09-04,2025-09-15,11,231.64,243.22,5.0,5000.0,profit_target
GS,2025-09-04,2025-09-05,1,741.3,726.48,-2.0,-2000.0,stop_loss
NFLX,2025-09-04,2025-09-08,4,125.75,123.23,-2.0,-2000.0,stop_loss
TSLA,2025-09-04,2025-09-05,1,338.53,355.46,5.0,5000.0,profit_target
WMT,2025-09-04,2025-09-17,13,100.33,105.34,5.0,5000.0,profit_target
XOM,2025-09-04,2025-09-05,1,109.94,107.74,-2.0,-2000.0,stop_loss
AVGO,2025-09-05,2025-09-08,3,332.45,349.08,5.0,5000.0,profit_target
CVX,2025-09-08,2025-09-30,22,149.45,150.71,0.84,837.65,below_ma50
GS,2025-09-08,2025-09-11,3,734.33,771.04,5.0,5000.0,profit_target
NOW,2025-09-08,2025-09-09,1,187.87,186.73,-0.6,-602.56,below_ma50
TSLA,2025-09-08,2025-09-11,3,346.4,363.72,5.0,5000.0,profit_target
XOM,2025-09-08,2025-09-17,9,107.45,112.82,5.0,5000.0,profit_target
AMZN,2025-09-09,2025-09-10,1,238.24,233.48,-2.0,-2000.0,stop_loss
AVGO,2025-09-09,2025-09-10,1,334.22,350.93,5.0,5000.0,profit_target
BAC,2025-09-09,2025-09-23,14,49.75,52.24,5.0,5000.0,profit_target
LLY,2025-09-09,2025-09-25,16,746.97,732.04,-2.0,-2000.0,stop_loss
META,2025-09-09,2025-09-11,2,763.2,747.93,-2.0,-2000.0,stop_loss
NFLX,2025-09-09,2025-09-11,2,126.32,123.8,-2.0,-2000.0,stop_loss
ORCL,2025-09-09,2025-09-10,1,239.62,251.6,5.0,5000.0,profit_target
UNH,2025-09-09,2025-09-16,7,338.85,332.07,-2.0,-2000.0,stop_loss
AAPL,2025-09-10,2025-09-15,5,226.15,237.46,5.0,5000.0,profit_target
NVDA,2025-09-10,2025-09-17,7,177.3,173.75,-2.0,-2000.0,stop_loss
AMZN,2025-09-11,2025-09-22,11,229.95,227.63,-1.01,-1008.91,below_ma50
AVGO,2025-09-11,2025-09-17,6,357.01,349.87,-2.0,-2000.0,stop_loss
NOW,2025-09-11,2025-09-12,1,187.66,185.79,-0.99,-993.31,below_ma50
ORCL,2025-09-11,2025-09-12,1,305.45,299.34,-2.0,-2000.0,stop_loss
COST,2025-09-12,2025-09-15,3,963.82,956.05,-0.81,-805.88,below_ma50
GS,2025-09-12,2025-09-23,11,772.15,810.76,5.0,5000.0,profit_target
META,2025-09-12,2025-09-25,13,753.12,746.97,-0.82,-817.2,below_ma50
MSFT,2025-09-12,2025-09-16,4,506.69,505.84,-0.17,-168.65,below_ma50
TSLA,2025-09-12,2025-09-15,3,395.94,415.74,5.0,5000.0,profit_target
JPM,2025-09-15,2025-10-10,25,303.1,297.04,-2.0,-2000.0,stop_loss
NOW,2025-09-15,2025-09-16,1,189.48,185.69,-2.0,-2000.0,stop_loss
ORCL,2025-09-15,2025-09-16,1,299.77,314.76,5.0,5000.0,profit_target
AAPL,2025-09-16,2025-09-22,6,237.48,249.35,5.0,5000.0,profit_target
CAT,2025-09-16,2025-09-18,2,437.55,459.43,5.0,5000.0,profit_target
GOOGL,2025-09-16,2025-09-25,9,250.67,245.66,-2.0,-2000.0,stop_loss
TSLA,2025-09-16,2025-09-17,1,421.62,413.19,-2.0,-2000.0,stop_loss
COST,2025-09-17,2025-09-18,1,958.97,948.34,-1.11,-1107.96,below_ma50
NFLX,2025-09-17,2025-09-18,1,122.85,120.78,-1.69,-1686.61,below_ma50
NOW,2025-09-17,2025-09-22,5,190.07,186.27,-2.0,-2000.0,stop_loss
ORCL,2025-09-17,2025-09-18,1,299.05,293.07,-2.0,-2000.0,stop_loss
UNH,2025-09-17,2025-09-18,1,334.8,328.1,-2.0,-2000.0,stop_loss
AVGO,2025-09-18,2025-09-19,1,342.84,335.98,-2.0,-2000.0,stop_loss
TSLA,2025-09-18,2025-09-22,4,416.85,437.69,5.0,5000.0,profit_target
WMT,2025-09-18,2025-09-23,5,102.98,100.92,-2.0,-2000.0,stop_loss
XOM,2025-09-18,2025-09-22,4,111.44,109.21,-2.0,-2000.0,stop_loss
CAT,2025-09-19,2025-10-02,13,463.24,486.4,5.0,5000.0,profit_target
MSFT,2025-09-19,2025-09-23,4,514.67,504.38,-2.0,-2000.0,stop_loss
NFLX,2025-09-19,2025-09-24,5,122.7,120.24,-2.0,-2000.0,stop_loss
NVDA,2025-09-19,2025-09-25,6,176.65,173.12,-2.0,-2000.0,stop_loss
ORCL,2025-09-19,2025-09-22,3,306.24,321.56,5.0,5000.0,profit_target
UNH,2025-09-19,2025-09-24,5,329.98,346.48,5.0,5000.0,profit_target
AVGO,2025-09-22,2025-09-25,3,336.9,330.16,-2.0,-2000.0,stop_loss
AAPL,2025-09-23,2025-10-10,17,253.71,248.64,-2.0,-2000.0,stop_loss
NOW,2025-09-23,2025-09-25,2,185.53,183.72,-0.98,-976.64,below_ma50
ORCL,2025-09-23,2025-09-24,1,311.37,305.15,-2.0,-2000.0,stop_loss
TSLA,2025-09-23,2025-09-29,6,425.85,447.14,5.0,5000.0,profit_target
XOM,2025-09-23,2025-10-01,8,111.46,109.23,-2.0,-2000.0,stop_loss
BAC,2025-09-24,2025-10-01,7,51.14,50.12,-2.0,-2000.0,stop_loss
GS,2025-09-24,2025-10-02,8,784.39,768.7,-2.0,-2000.0,stop_loss
WMT,2025-09-24,2025-10-01,7,102.12,100.07,-2.0,-2000.0,stop_loss
ORCL,2025-09-25,2025-09-26,1,289.05,283.27,-2.0,-2000.0,stop_loss
UNH,2025-09-25,2025-10-03,8,338.67,355.6,5.0,5000.0,profit_target
GOOGL,2025-09-26,2025-09-30,4,246.06,241.14,-2.0,-2000.0,stop_loss
NVDA,2025-09-26,2025-09-30,4,178.17,187.08,5.0,5000.0,profit_target
MSFT,2025-09-29,2025-10-10,11,511.36,507.74,-0.71,-707.33,below_ma50
NOW,2025-09-29,2025-09-30,1,188.17,184.41,-2.0,-2000.0,stop_loss
ORCL,2025-09-29,2025-09-30,1,280.55,274.94,-2.0,-2000.0,stop_loss
LLY,2025-09-30,2025-10-01,1,759.3,797.27,5.0,5000.0,profit_target
TSLA,2025-09-30,2025-10-02,2,444.72,435.83,-2.0,-2000.0,stop_loss
GOOGL,2025-10-01,2025-10-09,8,244.42,239.53,-2.0,-2000.0,stop_loss
NVDA,2025-10-01,2025-10-06,5,187.22,183.48,-2.0,-2000.0,stop_loss
V,2025-10-01,2025-10-13,12,345.71,338.8,-2.0,-2000.0,stop_loss
LLY,2025-10-02,2025-10-10,8,815.88,856.67,5.0,5000.0,profit_target
BAC,2025-10-03,2025-10-10,7,50.1,49.09,-2.0,-2000.0,stop_loss
CAT,2025-10-03,2025-10-07,4,494.32,484.44,-2.0,-2000.0,stop_loss
GS,2025-10-03,2025-10-09,6,781.97,766.33,-2.0,-2000.0,stop_loss
TSLA,2025-10-03,2025-10-06,3,429.83,451.32,5.0,5000.0,profit_target
XOM,2025-10-03,2025-10-10,7,110.78,108.57,-2.0,-2000.0,stop_loss
UNH,2025-10-06,2025-10-17,11,351.62,344.58,-2.0,-2000.0,stop_loss
NVDA,2025-10-07,2025-10-09,2,185.02,194.27,5.0,5000.0,profit_target
TSLA,2025-10-07,2025-10-10,3,433.09,424.43,-2.0,-2000.0,stop_loss
AVGO,2025-10-08,2025-10-10,2,343.57,336.7,-2.0,-2000.0,stop_loss
CAT,2025-10-08,2025-10-10,2,498.56,488.59,-2.0,-2000.0,stop_loss
NFLX,2025-10-08,2025-10-15,7,121.43,120.33,-0.9,-902.62,below_ma50
PEP,2025-10-09,2025-10-15,6,142.04,149.14,5.0,5000.0,profit_target
AVGO,2025-10-13,2025-10-14,1,354.71,347.62,-2.0,-2000.0,stop_loss
CAT,2025-10-13,2025-10-14,1,501.18,526.24,5.0,5000.0,profit_target
CRM,2025-10-13,2025-10-14,1,247.09,242.15,-2.0,-2000.0,stop_loss
LLY,2025-10-13,2025-10-17,4,815.43,799.12,-2.0,-2000.0,stop_loss
MSFT,2025-10-13,2025-10-16,3,510.81,508.39,-0.47,-474.66,below_ma50
NVDA,2025-10-13,2025-10-14,1,188.3,184.53,-2.0,-2000.0,stop_loss
TSLA,2025-10-13,2025-10-14,1,435.9,427.18,-2.0,-2000.0,stop_loss
V,2025-10-14,2025-10-16,2,346.26,339.33,-2.0,-2000.0,stop_loss
WMT,2025-10-14,2025-10-27,13,106.57,104.44,-2.0,-2000.0,stop_loss
AVGO,2025-10-15,2025-10-17,2,349.37,342.38,-2.0,-2000.0,stop_loss
BAC,2025-10-15,2025-10-16,1,51.72,50.68,-2.0,-2000.0,stop_loss
CAT,2025-10-15,2025-10-22,7,530.27,519.66,-2.0,-2000.0,stop_loss
COST,2025-10-15,2025-10-16,1,950.96,931.94,-2.0,-2000.0,stop_loss
GOOGL,2025-10-15,2025-10-21,6,250.54,245.53,-2.0,-2000.0,stop_loss
NVDA,2025-10-15,2025-10-27,12,179.81,188.8,5.0,5000.0,profit_target
ORCL,2025-10-15,2025-10-16,1,301.77,316.85,5.0,5000.0,profit_target
TSLA,2025-10-15,2025-10-16,1,435.15,426.45,-2.0,-2000.0,stop_loss
CRM,2025-10-16,2025-10-17,1,244.36,241.46,-1.19,-1186.99,below_ma50
PEP,2025-10-16,2025-10-29,13,149.85,146.86,-2.0,-2000.0,stop_loss
ORCL,2025-10-17,2025-10-20,3,289.53,283.74,-2.0,-2000.0,stop_loss
AAPL,2025-10-20,2025-10-22,2,261.5,256.27,-2.0,-2000.0,stop_loss
AVGO,2025-10-20,2025-10-21,1,347.29,340.35,-2.0,-2000.0,stop_loss
BAC,2025-10-20,2025-10-22,2,51.48,50.45,-2.0,-2000.0,stop_loss
CRM,2025-10-20,2025-10-21,1,252.58,265.21,5.0,5000.0,profit_target
LLY,2025-10-20,2025-10-30,10,805.04,845.29,5.0,5000.0,profit_target
NFLX,2025-10-20,2025-10-22,2,123.86,121.38,-2.0,-2000.0,stop_loss
TSLA,2025-10-20,2025-10-22,2,447.43,438.48,-2.0,-2000.0,stop_loss
UNH,2025-10-20,2025-10-23,3,357.21,350.07,-2.0,-2000.0,stop_loss
V,2025-10-20,2025-10-29,9,342.31,339.2,-0.91,-908.8,below_ma50
NOW,2025-10-21,2025-10-29,8,188.3,184.53,-2.0,-2000.0,stop_loss
XOM,2025-10-21,2025-11-10,20,110.24,115.76,5.0,5000.0,profit_target
AVGO,2025-10-22,2025-10-24,2,338.4,355.32,5.0,5000.0,profit_target
CRM,2025-10-22,2025-10-29,7,254.93,249.83,-2.0,-2000.0,stop_loss
GOOGL,2025-10-22,2025-10-27,5,251.2,263.76,5.0,5000.0,profit_target
MSFT,2025-10-22,2025-10-28,6,517.26,543.13,5.0,5000.0,profit_target
AAPL,2025-10-23,2025-10-30,7,258.85,271.79,5.0,5000.0,profit_target
BAC,2025-10-23,2025-11-12,20,51.2,53.76,5.0,5000.0,profit_target
CAT,2025-10-23,2025-10-29,6,518.3,544.21,5.0,5000.0,profit_target
CVX,2025-10-23,2025-10-24,1,151.94,150.97,-0.64,-638.73,below_ma50
TSLA,2025-10-23,2025-10-24,1,448.98,440.0,-2.0,-2000.0,stop_loss
UNH,2025-10-24,2025-10-28,4,355.27,373.04,5.0,5000.0,profit_target
AMZN,2025-10-27,2025-10-30,3,226.97,222.86,-1.81,-1810.81,below_ma50
AVGO,2025-10-27,2025-10-29,2,360.03,378.03,5.0,5000.0,profit_target
GS,2025-10-27,2025-11-04,8,781.98,766.34,-2.0,-2000.0,stop_loss
META,2025-10-27,2025-10-30,3,748.87,733.89,-2.0,-2000.0,stop_loss
TSLA,2025-10-27,2025-10-30,3,452.42,443.37,-2.0,-2000.0,stop_loss
GOOGL,2025-10-28,2025-10-30,2,266.95,280.3,5.0,5000.0,profit_target
JPM,2025-10-28,2025-11-12,15,301.08,316.14,5.0,5000.0,profit_target
NVDA,2025-10-28,2025-10-29,1,201.01,211.06,5.0,5000.0,profit_target
WMT,2025-10-28,2025-10-30,2,102.55,101.62,-0.91,-911.11,below_ma50
MSFT,2025-10-29,2025-10-30,1,538.14,527.38,-2.0,-2000.0,stop_loss
AVGO,2025-10-30,2025-10-31,1,374.37,366.88,-2.0,-2000.0,stop_loss
CAT,2025-10-30,2025-10-31,1,580.68,569.07,-2.0,-2000.0,stop_loss
CRM,2025-10-30,2025-11-06,7,254.94,249.84,-2.0,-2000.0,stop_loss
NOW,2025-10-30,2025-10-31,1,186.94,183.2,-2.0,-2000.0,stop_loss
NVDA,2025-10-30,2025-11-04,5,202.87,198.81,-2.0,-2000.0,stop_loss
V,2025-10-30,2025-10-31,1,342.93,338.66,-1.24,-1243.37,below_ma50
AAPL,2025-10-31,2025-12-02,32,269.61,283.09,5.0,5000.0,profit_target
AMZN,2025-10-31,2025-11-03,3,244.22,256.43,5.0,5000.0,profit_target
CVX,2025-10-31,2025-11-03,3,153.06,150.0,-2.0,-2000.0,stop_loss
GOOGL,2025-10-31,2025-11-07,7,280.64,275.03,-2.0,-2000.0,stop_loss
LLY,2025-10-31,2025-11-04,4,858.68,901.61,5.0,5000.0,profit_target
MSFT,2025-10-31,2025-11-05,5,514.55,504.26,-2.0,-2000.0,stop_loss
TSLA,2025-10-31,2025-11-04,4,456.56,447.43,-2.0,-2000.0,stop_loss
AVGO,2025-11-03,2025-11-04,1,360.53,353.32,-2.0,-2000.0,stop_loss
CAT,2025-11-03,2025-11-04,1,568.18,556.81,-2.0,-2000.0,stop_loss
AMZN,2025-11-04,2025-11-06,2,249.32,244.33,-2.0,-2000.0,stop_loss
AVGO,2025-11-05,2025-11-07,2,356.98,349.84,-2.0,-2000.0,stop_loss
CAT,2025-11-05,2025-11-07,2,566.74,555.41,-2.0,-2000.0,stop_loss
GS,2025-11-05,2025-11-06,1,785.05,769.35,-2.0,-2000.0,stop_loss
LLY,2025-11-05,2025-11-07,2,921.33,902.9,-2.0,-2000.0,stop_loss
NVDA,2025-11-05,2025-11-06,1,195.19,191.28,-2.0,-2000.0,stop_loss
TSLA,2025-11-05,2025-11-06,1,462.07,452.83,-2.0,-2000.0,stop_loss
AMZN,2025-11-07,2025-11-13,6,244.41,239.52,-2.0,-2000.0,stop_loss
GS,2025-11-07,2025-11-12,5,778.36,817.28,5.0,5000.0,profit_target
NVDA,2025-11-07,2025-11-10,3,188.13,197.54,5.0,5000.0,profit_target
AVGO,2025-11-10,2025-11-11,1,356.39,349.26,-2.0,-2000.0,stop_loss
CAT,2025-11-10,2025-11-13,3,568.44,557.07,-2.0,-2000.0,stop_loss
CVX,2025-11-10,2025-11-12,2,151.06,148.03,-2.0,-2000.0,stop_loss
GOOGL,2025-11-10,2025-11-12,2,289.53,283.74,-2.0,-2000.0,stop_loss
LLY,2025-11-10,2025-11-12,2,961.96,1010.06,5.0,5000.0,profit_target
TSLA,2025-11-10,2025-11-11,1,445.23,436.33,-2.0,-2000.0,stop_loss
NVDA,2025-11-11,2025-11-13,2,193.14,189.28,-2.0,-2000.0,stop_loss
XOM,2025-11-11,2025-11-19,8,117.16,114.82,-2.0,-2000.0,stop_loss
AVGO,2025-11-12,2025-11-13,1,353.24,346.18,-2.0,-2000.0,stop_loss
BAC,2025-11-13,2025-11-17,4,52.3,51.25,-2.0,-2000.0,stop_loss
CVX,2025-11-13,2025-11-17,4,150.99,150.25,-0.49,-488.49,below_ma50
GOOGL,2025-11-13,2025-11-14,1,278.03,272.47,-2.0,-2000.0,stop_loss
GS,2025-11-13,2025-11-14,1,797.33,781.38,-2.0,-2000.0,stop_loss
JPM,2025-11-13,2025-11-14,1,305.15,299.04,-2.0,-2000.0,stop_loss
LLY,2025-11-13,2025-11-17,4,1017.92,997.56,-2.0,-2000.0,stop_loss
AMZN,2025-11-14,2025-11-17,3,234.69,230.0,-2.0,-2000.0,stop_loss
CAT,2025-11-14,2025-11-18,4,551.69,540.65,-2.0,-2000.0,stop_loss
AVGO,2025-11-25,2025-12-03,8,382.88,375.23,-2.0,-2000.0,stop_loss
BAC,2025-11-25,2025-12-05,10,51.92,54.51,5.0,5000.0,profit_target
GOOGL,2025-11-25,2025-11-26,1,322.81,316.35,-2.0,-2000.0,stop_loss
GS,2025-11-25,2025-12-04,9,794.18,833.89,5.0,5000.0,profit_target
LLY,2025-11-25,2025-11-28,3,1106.19,1084.06,-2.0,-2000.0,stop_loss
PEP,2025-11-25,2025-12-05,10,143.41,143.74,0.22,224.8,below_ma50
WMT,2025-11-25,2025-12-02,7,106.36,111.68,5.0,5000.0,profit_target
XOM,2025-11-25,2025-12-09,14,112.98,118.63,5.0,5000.0,profit_target
CAT,2025-11-26,2025-12-03,7,571.3,559.88,-2.0,-2000.0,stop_loss
GOOGL,2025-11-28,2025-12-08,10,319.55,313.16,-2.0,-2000.0,stop_loss
LLY,2025-12-01,2025-12-03,2,1054.31,1033.23,-2.0,-2000.0,stop_loss
COST,2025-12-02,2025-12-04,2,919.44,901.05,-2.0,-2000.0,stop_loss
AAPL,2025-12-03,2025-12-05,2,283.62,277.95,-2.0,-2000.0,stop_loss
TSLA,2025-12-03,2025-12-08,5,446.74,437.81,-2.0,-2000.0,stop_loss
WMT,2025-12-03,2025-12-23,20,113.73,111.45,-2.0,-2000.0,stop_loss
AVGO,2025-12-04,2025-12-08,4,378.91,397.85,5.0,5000.0,profit_target
CAT,2025-12-04,2025-12-16,12,596.62,584.68,-2.0,-2000.0,stop_loss
CRM,2025-12-04,2025-12-05,1,245.81,258.1,5.0,5000.0,profit_target
JPM,2025-12-04,2025-12-09,5,311.67,305.44,-2.0,-2000.0,stop_loss
GS,2025-12-05,2025-12-11,6,850.09,892.59,5.0,5000.0,profit_target
AAPL,2025-12-08,2025-12-16,8,277.37,271.83,-2.0,-2000.0,stop_loss
BAC,2025-12-08,2026-01-05,28,53.6,56.28,5.0,5000.0,profit_target
CRM,2025-12-08,2025-12-15,7,257.8,252.64,-2.0,-2000.0,stop_loss
AVGO,2025-12-09,2025-12-11,2,404.03,395.95,-2.0,-2000.0,stop_loss
GOOGL,2025-12-09,2025-12-11,2,316.67,310.33,-2.0,-2000.0,stop_loss
TSLA,2025-12-09,2025-12-15,6,445.17,467.43,5.0,5000.0,profit_target
AMZN,2025-12-10,2025-12-12,2,231.78,227.14,-2.0,-2000.0,stop_loss
JPM,2025-12-10,2025-12-23,13,305.77,321.06,5.0,5000.0,profit_target
PEP,2025-12-10,2025-12-22,12,148.37,145.41,-2.0,-2000.0,stop_loss
XOM,2025-12-10,2025-12-15,5,117.95,115.59,-2.0,-2000.0,stop_loss
V,2025-12-11,2026-01-12,32,344.21,337.32,-2.0,-2000.0,stop_loss
GOOGL,2025-12-12,2025-12-16,4,308.89,302.71,-2.0,-2000.0,stop_loss
GS,2025-12-12,2025-12-17,5,883.31,865.65,-2.0,-2000.0,stop_loss
UNH,2025-12-12,2025-12-16,4,337.28,330.53,-2.0,-2000.0,stop_loss
CRM,2025-12-16,2025-12-26,10,253.21,265.87,5.0,5000.0,profit_target
TSLA,2025-12-16,2025-12-17,1,489.88,480.08,-2.0,-2000.0,stop_loss
GS,2025-12-18,2026-01-05,18,871.71,915.3,5.0,5000.0,profit_target
META,2025-12-18,2025-12-19,1,663.27,657.6,-0.85,-854.84,below_ma50
TSLA,2025-12-18,2025-12-29,11,483.37,473.7,-2.0,-2000.0,stop_loss
XOM,2025-12-18,2026-01-02,15,114.99,120.74,5.0,5000.0,profit_target
CAT,2025-12-19,2026-01-05,17,573.78,602.47,5.0,5000.0,profit_target
LLY,2025-12-19,2026-01-05,17,1067.82,1046.46,-2.0,-2000.0,stop_loss
META,2025-12-22,2026-01-02,11,660.32,647.12,-2.0,-2000.0,stop_loss
NVDA,2025-12-23,2026-01-08,16,189.2,185.42,-2.0,-2000.0,stop_loss
AMZN,2025-12-24,2025-12-31,7,232.38,230.82,-0.67,-671.31,below_ma50
JPM,2025-12-24,2025-12-30,6,324.56,318.07,-2.0,-2000.0,stop_loss
CRM,2025-12-29,2026-01-02,4,264.88,259.58,-2.0,-2000.0,stop_loss
CVX,2025-12-30,2026-01-05,6,149.47,156.94,5.0,5000.0,profit_target
TSLA,2025-12-30,2026-01-02,3,454.43,445.34,-2.0,-2000.0,stop_loss
JPM,2025-12-31,2026-01-13,13,317.71,311.35,-2.0,-2000.0,stop_loss
GOOGL,2026-01-02,2026-01-12,10,314.74,330.48,5.0,5000.0,profit_target
AMZN,2026-01-05,2026-01-07,2,233.06,244.71,5.0,5000.0,profit_target
META,2026-01-05,2026-01-07,2,657.62,644.46,-2.0,-2000.0,stop_loss
